epoch,exp_it,exp_iter,seg_and_cls,use_seg_ratio,case_id,s_cfs
1,5,3,2,0.2,A02,"[0.0, 0.1391432751706947, 0.07607564583993122, 0.58850453661698]"
1,5,3,2,0.2,A03,"[0.0, 0.0, 0.5231792141516494, 0.1574736758571776]"
1,5,3,2,0.2,A04,"[0.0, 0.0, 0.0, 0.8591329971065129]"
1,5,3,2,0.2,A05,"[0.0, 0.3493803872877916, 0.10655978986934765, 0.5682469708157886]"
1,5,3,2,0.2,A07,"[0.0, 0.2610368338856512, 0.0, 0.7535126123531678]"
1,5,3,2,0.2,A09,"[0.0, 0.03907346191348189, 0.17762982096731092, 0.6617568993636278]"
1,5,3,2,0.2,A10,"[0.0, 0.0, 0.0037136637213471637, 0.47720299118738096]"
1,6,2,2,0.5,A02,"[0.0, 0.180338213494935, 0.29160430647419494, 0.5634834340528259]"
1,6,2,2,0.5,A03,"[0.0, 0.0, 0.6308984070020683, 0.2147377179017432]"
1,6,2,2,0.5,A04,"[0.0, 0.0, 0.0, 0.8509159637816338]"
1,6,2,2,0.5,A05,"[0.0, 0.4152588433716037, 0.005267602811296718, 0.5450001178494827]"
1,6,2,2,0.5,A07,"[0.0, 0.13386901542661414, 0.0, 0.7416287977745971]"
1,6,2,2,0.5,A09,"[0.0, 0.012342091317800305, 0.4434790371053649, 0.6608728509351973]"
1,6,2,2,0.5,A10,"[0.0, 0.0, 0.07674156150610444, 0.39844137161563276]"
1,7,1,2,0.75,A02,"[0.0, 0.13948390267879088, 0.1139867440336012, 0.5725850784803341]"
1,7,1,2,0.75,A03,"[0.0, 0.0, 0.6828183907355393, 0.14630292101716932]"
1,7,1,2,0.75,A04,"[0.0, 0.0, 0.0, 0.8564946994680516]"
1,7,1,2,0.75,A05,"[0.0, 0.4462179085397261, 0.024726721287305967, 0.5730267786704605]"
1,7,1,2,0.75,A07,"[0.0, 0.09084375449187868, 0.0, 0.7605127181769463]"
1,7,1,2,0.75,A09,"[0.0, 0.0017532252729077077, 0.2852746549025189, 0.6654837665126915]"
1,7,1,2,0.75,A10,"[0.0, 0.0, 0.05226251780431686, 0.48610404498802706]"
1,8,4,1,1,A02,"[0.0, 0.08143023153894655, 0.04437574469455447, 0.559816038967158]"
1,8,4,1,1,A03,"[0.0, 0.0, 0.5693840325522661, 0.30615348188682223]"
1,8,4,1,1,A04,"[0.0, 0.0, 0.0, 0.8664942618717257]"
1,8,4,1,1,A05,"[0.0, 0.3598099571734475, 0.0, 0.6427608031264244]"
1,8,4,1,1,A07,"[0.0, 0.15177107758710134, 0.0, 0.8090457806355812]"
1,8,4,1,1,A09,"[0.0, 0.011561243666293979, 0.10067776363966864, 0.6878556906017967]"
1,8,4,1,1,A10,"[0.0, 0.0, 0.1339572974553963, 0.4293194843838134]"
1,9,4,2,0.15,A02,"[0.0, 0.16493619219529482, 0.09988194507507972, 0.598444864488151]"
1,9,4,2,0.15,A03,"[0.0, 0.0, 0.4316226428482731, 0.1978184598935782]"
1,9,4,2,0.15,A04,"[0.0, 0.0, 0.0, 0.845078370078027]"
1,9,4,2,0.15,A05,"[0.0, 0.3117072374068785, 0.08625268535277501, 0.5597931262411162]"
1,9,4,2,0.15,A07,"[0.0, 0.3094652424436432, 0.0, 0.7541898034394068]"
1,9,4,2,0.15,A09,"[0.0, 0.042375249500998004, 0.2418017307913362, 0.6681347089119121]"
1,9,4,2,0.15,A10,"[0.0, 0.0, 0.012282393544130335, 0.47304972642216037]"
1,10,4,1,0.3,A02,"[0.0, 0.13873461310822685, 0.10130526315789473, 0.6050172589749897]"
1,10,4,1,0.3,A03,"[0.0, 0.0, 0.5468494887849726, 0.14865237447609073]"
1,10,4,1,0.3,A04,"[0.0, 0.0, 0.0, 0.8157489408301831]"
1,10,4,1,0.3,A05,"[0.0, 0.31393603117302094, 0.014097843240399793, 0.46818013398892444]"
1,10,4,1,0.3,A07,"[0.0, 0.22063275070793864, 0.0, 0.7470836930844784]"
1,10,4,1,0.3,A09,"[0.0, 0.08076035243245587, 0.18262535211267605, 0.6430400576264129]"
1,10,4,1,0.3,A10,"[0.0, 0.0, 0.0, 0.48630569689647435]"
1,11,1,0,0.05,A02,"[0.0, 0.07027436870980111, 0.06285833731485906, 0.06983562950473901]"
1,11,1,0,0.05,A03,"[0.0, 0.0, 0.4056731608901202, 0.004214656832467392]"
1,11,1,0,0.05,A04,"[0.0, 0.0, 0.0, 0.0166021171159165]"
1,11,1,0,0.05,A05,"[0.0, 0.1837145527039242, 0.002680356169362166, 0.10704155676166648]"
1,11,1,0,0.05,A07,"[0.0, 0.08574534170080125, 0.0, 0.05388109680964762]"
1,11,1,0,0.05,A09,"[0.0, 0.046504589496257936, 0.147177267595032, 0.17726912883351115]"
1,11,1,0,0.05,A10,"[0.0, 0.0, 0.09545711592836946, 0.1978621566225052]"
1,12,2,0,0.1,A02,"[0.0, 0.0666627666803166, 0.14512437995571553, 0.3589776999551974]"
1,12,2,0,0.1,A03,"[0.0, 0.0, 0.5398657437170152, 0.19567585923903047]"
1,12,2,0,0.1,A04,"[0.0, 0.0, 0.0, 0.5636867966058053]"
1,12,2,0,0.1,A05,"[0.0, 0.3016580757697509, 0.01786313317678631, 0.46370624324653154]"
1,12,2,0,0.1,A07,"[0.0, 0.13981738785232234, 0.0, 0.2825136612021858]"
1,12,2,0,0.1,A09,"[0.0, 0.0009087552892397693, 0.36462068231034117, 0.3887282219278976]"
1,12,2,0,0.1,A10,"[0.0, 0.0, 0.14532066209327207, 0.1681864520645122]"
1,13,5,0,0.01,A02,"[0.0, 0.002865712238776972, 0.11095540351166433, 0.5774094421105203]"
1,13,5,0,0.01,A03,"[0.0, 0.0, 0.37773335256899077, 0.12937316592100834]"
1,13,5,0,0.01,A04,"[0.0, 0.0, 0.0, 0.8768894827786619]"
1,13,5,0,0.01,A05,"[0.0, 0.04574906399056298, 0.053597400587962245, 0.5578449507964173]"
1,13,5,0,0.01,A07,"[0.0, 0.02168706179506162, 0.0, 0.7518333478718586]"
1,13,5,0,0.01,A09,"[0.0, 0.018379185572339325, 0.2493283829877147, 0.6427410124724872]"
1,13,5,0,0.01,A10,"[0.0, 0.0, 0.04629954401964223, 0.5055630477071513]"
1,14,3,1,0.15,A02,"[0.0, 0.12904422518531203, 0.16696713849668887, 0.5813361177486396]"
1,14,3,1,0.15,A03,"[0.0, 0.0, 0.44881711581979017, 0.2206072870342201]"
1,14,3,1,0.15,A04,"[0.0, 0.0, 0.0, 0.8420745111373987]"
1,14,3,1,0.15,A05,"[0.0, 0.3522123179929819, 0.03905892936166508, 0.52153678798786]"
1,14,3,1,0.15,A07,"[0.0, 0.04116274135370252, 0.0, 0.7661974534813619]"
1,14,3,1,0.15,A09,"[0.0, 0.008903728436282694, 0.3771979656982092, 0.6389555495943565]"
1,14,3,1,0.15,A10,"[0.0, 0.0, 0.03903823497911535, 0.4417662849605034]"
1,15,5,2,0.25,A02,"[0.0, 0.13670583718995927, 0.0333033303330333, 0.5890847962122585]"
1,15,5,2,0.25,A03,"[0.0, 0.0, 0.5734839352167305, 0.1730616597665503]"
1,15,5,2,0.25,A04,"[0.0, 0.0, 0.0, 0.8342990969004469]"
1,15,5,2,0.25,A05,"[0.0, 0.36537892783204673, 0.017285701622196614, 0.5470619324460674]"
1,15,5,2,0.25,A07,"[0.0, 0.3061138608901268, 0.0, 0.7686376822881174]"
1,15,5,2,0.25,A09,"[0.0, 0.05114583081789863, 0.11148769175882982, 0.6128057392363794]"
1,15,5,2,0.25,A10,"[0.0, 0.0, 0.0553197938769324, 0.44478540072282186]"
1,16,4,2,0.01,A02,"[0.0, 0.14312682955971087, 0.20304798082575856, 0.5723587117611905]"
1,16,4,2,0.01,A03,"[0.0, 0.0, 0.2568666604953781, 0.20376878449311583]"
1,16,4,2,0.01,A04,"[0.0, 0.0, 0.0, 0.8386799514332839]"
1,16,4,2,0.01,A05,"[0.0, 0.0968413288021286, 0.14639201498100102, 0.535214526928545]"
1,16,4,2,0.01,A07,"[0.0, 0.10329382369968616, 0.0, 0.7634618415761962]"
1,16,4,2,0.01,A09,"[0.0, 0.058278679093314925, 0.3125474987268383, 0.5550202183828419]"
1,16,4,2,0.01,A10,"[0.0, 0.0, 0.02351093852780784, 0.37588781554889994]"
1,17,5,1,0.075,A02,"[0.0, 0.19047785202114484, 0.19633302191268898, 0.5741785228902044]"
1,17,5,1,0.075,A03,"[0.0, 0.0, 0.31353618166004815, 0.21334716954125815]"
1,17,5,1,0.075,A04,"[0.0, 0.0, 0.0, 0.8177379802841661]"
1,17,5,1,0.075,A05,"[0.0, 0.2724994558965271, 0.1609550385652474, 0.6016567516968693]"
1,17,5,1,0.075,A07,"[0.0, 0.3587123404897939, 0.0, 0.7564469232081302]"
1,17,5,1,0.075,A09,"[0.0, 0.08854483778376969, 0.4764384845184568, 0.6571265941457461]"
1,17,5,1,0.075,A10,"[0.0, 0.0, 0.020426157237325493, 0.49188644962362243]"
1,18,3,0,0.75,A02,"[0.0, 0.04987964364592898, 0.1435824772700437, 0.6322559677767001]"
1,18,3,0,0.75,A03,"[0.0, 0.0, 0.5814878162553588, 0.18949928771472047]"
1,18,3,0,0.75,A04,"[0.0, 0.0, 0.0, 0.8731011344856294]"
1,18,3,0,0.75,A05,"[0.0, 0.44515729783660224, 0.024354122099720255, 0.6117401322878504]"
1,18,3,0,0.75,A07,"[0.0, 0.06717384266752995, 0.0, 0.7868808041937446]"
1,18,3,0,0.75,A09,"[0.0, 0.002346385100454612, 0.18979530221604973, 0.6670404258334777]"
1,18,3,0,0.75,A10,"[0.0, 0.0, 0.12704314819118448, 0.5459359336005711]"
1,19,2,2,0.01,A02,"[0.0, 0.1628326552049903, 0.16385966154141743, 0.5419323124342978]"
1,19,2,2,0.01,A03,"[0.0, 0.0, 0.28448300587982217, 0.20040906908954298]"
1,19,2,2,0.01,A04,"[0.0, 0.0, 0.0, 0.8147866627564719]"
1,19,2,2,0.01,A05,"[0.0, 0.20666527558350972, 0.13441564251262741, 0.589753584140162]"
1,19,2,2,0.01,A07,"[0.0, 0.21609038223611382, 0.0, 0.7265299879214949]"
1,19,2,2,0.01,A09,"[0.0, 0.04691805237095127, 0.41037078751593103, 0.5679314103797248]"
1,19,2,2,0.01,A10,"[0.0, 0.0, 0.001892206281504459, 0.41130008431966525]"
1,20,4,0,0.15,A02,"[0.0, 0.09080090644767881, 0.06406210675081797, 0.4154177834916378]"
1,20,4,0,0.15,A03,"[0.0, 0.0, 0.327497699646472, 0.2730460974607956]"
1,20,4,0,0.15,A04,"[0.0, 0.0, 0.0, 0.83451810481069]"
1,20,4,0,0.15,A05,"[0.0, 0.2917952593293376, 0.0018174517635622057, 0.5066868825501322]"
1,20,4,0,0.15,A07,"[0.0, 0.2203166080560887, 0.0, 0.7344130687117559]"
1,20,4,0,0.15,A09,"[0.0, 0.018866112082380742, 0.16087382110284176, 0.6711617084612921]"
1,20,4,0,0.15,A10,"[0.0, 0.0, 0.0784534941745677, 0.22232550819156105]"
1,21,3,2,0.4,A02,"[0.0, 0.1313223839668602, 0.12636082356086942, 0.5964756106757914]"
1,21,3,2,0.4,A03,"[0.0, 0.0, 0.5363162951803656, 0.16605625211792613]"
1,21,3,2,0.4,A04,"[0.0, 0.0, 0.0, 0.835014551428266]"
1,21,3,2,0.4,A05,"[0.0, 0.36474463702230425, 0.01579805381422161, 0.560696308657397]"
1,21,3,2,0.4,A07,"[0.0, 0.20051433616090278, 0.0, 0.759026868841144]"
1,21,3,2,0.4,A09,"[0.0, 0.0649821144901201, 0.2949030944553635, 0.6444535664106954]"
1,21,3,2,0.4,A10,"[0.0, 0.0, 0.07682830238493356, 0.4932038184932463]"
1,22,3,2,0.25,A02,"[0.0, 0.13602797140766257, 0.11008527147866139, 0.5662747282422628]"
1,22,3,2,0.25,A03,"[0.0, 0.0, 0.5486903304773563, 0.16915330619511695]"
1,22,3,2,0.25,A04,"[0.0, 0.0, 0.0, 0.8229515154575818]"
1,22,3,2,0.25,A05,"[0.0, 0.3708451381835676, 0.10875542980113978, 0.5955203618330361]"
1,22,3,2,0.25,A07,"[0.0, 0.22452528343882594, 0.0, 0.7295670718059428]"
1,22,3,2,0.25,A09,"[0.0, 0.06686733787726765, 0.21900297394021878, 0.6257040117840742]"
1,22,3,2,0.25,A10,"[0.0, 0.0, 0.0018073126650910607, 0.43955762991336544]"
1,23,3,2,0.15,A02,"[0.0, 0.11795797872098472, 0.10917165453454014, 0.5669003362483471]"
1,23,3,2,0.15,A03,"[0.0, 0.0, 0.25189481514243783, 0.1453103321902568]"
1,23,3,2,0.15,A04,"[0.0, 0.0, 0.0, 0.7475339758079007]"
1,23,3,2,0.15,A05,"[0.0, 0.3186784763853524, 0.041005846305557515, 0.432317934027582]"
1,23,3,2,0.15,A07,"[0.0, 0.12201229228317777, 0.0, 0.7577939878269758]"
1,23,3,2,0.15,A09,"[0.0, 0.0, 0.3234274822387801, 0.5634645014551591]"
1,23,3,2,0.15,A10,"[0.0, 0.0, 0.01911890697569554, 0.4860710880745525]"
1,24,1,0,0.25,A02,"[0.0, 0.12709708934105915, 0.06831530139103555, 0.5432140870500908]"
1,24,1,0,0.25,A03,"[0.0, 0.0, 0.018583642522987578, 0.19209868353913664]"
1,24,1,0,0.25,A04,"[0.0, 0.0, 0.0, 0.8653219080561106]"
1,24,1,0,0.25,A05,"[0.0, 0.3732030036553037, 0.007436808021725507, 0.6067106081150986]"
1,24,1,0,0.25,A07,"[0.0, 0.15935998414821417, 0.0, 0.7250170690163216]"
1,24,1,0,0.25,A09,"[0.0, 0.010420010370626436, 0.034169148061817055, 0.7089976012767707]"
1,24,1,0,0.25,A10,"[0.0, 0.0, 0.14223151839989542, 0.4501270185883591]"
1,25,3,1,1,A02,"[0.0, 0.08023084321898044, 0.07423271392225693, 0.6164048356635522]"
1,25,3,1,1,A03,"[0.0, 0.0, 0.44019186321047793, 0.21875838948147278]"
1,25,3,1,1,A04,"[0.0, 0.0, 0.0, 0.882701832348235]"
