epoch,exp_it,exp_iter,seg_and_cls,use_seg_ratio,case_id,s_acc,s_acc_fg,s_iou,s_bach,s_f1mic,s_f1mac
1,115,3,0,0.5,A05.svs_64_overlay_0.72_0.70_0.21_0.45_0.44_0.70.png,0.72,0.7,0.21,0.45,0.44,0.7
1,115,3,0,0.5,A07.svs_64_overlay_0.72_0.70_0.24_0.65_0.43_0.80.png,0.72,0.7,0.24,0.65,0.43,0.8
1,115,3,0,0.5,A09.svs_64_overlay_0.72_0.70_0.17_0.53_0.41_0.87.png,0.72,0.7,0.17,0.53,0.41,0.87
1,115,3,0,0.5,A10.svs_64_overlay_0.72_0.70_0.12_0.38_0.36_0.78.png,0.72,0.7,0.12,0.38,0.36,0.78
1,116,4,0,0.3,A02.svs_64_overlay_0.70_0.43_0.16_0.52_0.40_0.70.png,0.7,0.43,0.16,0.52,0.4,0.7
1,116,4,0,0.3,A03.svs_64_overlay_0.70_0.43_0.10_0.40_0.36_0.85.png,0.7,0.43,0.1,0.4,0.36,0.85
1,116,4,0,0.3,A04.svs_64_overlay_0.70_0.43_0.25_0.77_0.39_0.78.png,0.7,0.43,0.25,0.77,0.39,0.78
1,116,4,0,0.3,A05.svs_64_overlay_0.70_0.43_0.21_0.51_0.44_0.72.png,0.7,0.43,0.21,0.51,0.44,0.72
1,116,4,0,0.3,A07.svs_64_overlay_0.70_0.43_0.20_0.59_0.40_0.76.png,0.7,0.43,0.2,0.59,0.4,0.76
1,116,4,0,0.3,A09.svs_64_overlay_0.70_0.43_0.27_0.58_0.52_0.89.png,0.7,0.43,0.27,0.58,0.52,0.89
1,116,4,0,0.3,A10.svs_64_overlay_0.70_0.43_0.09_0.37_0.33_0.78.png,0.7,0.43,0.09,0.37,0.33,0.78
1,117,2,2,0.75,A02.svs_64_overlay_0.75_0.46_0.18_0.48_0.43_0.75.png,0.75,0.46,0.18,0.48,0.43,0.75
1,117,2,2,0.75,A03.svs_64_overlay_0.75_0.46_0.18_0.38_0.45_0.90.png,0.75,0.46,0.18,0.38,0.45,0.9
1,117,2,2,0.75,A04.svs_64_overlay_0.75_0.46_0.25_0.78_0.41_0.80.png,0.75,0.46,0.25,0.78,0.41,0.8
1,117,2,2,0.75,A05.svs_64_overlay_0.75_0.46_0.21_0.48_0.45_0.76.png,0.75,0.46,0.21,0.48,0.45,0.76
1,117,2,2,0.75,A07.svs_64_overlay_0.75_0.46_0.25_0.62_0.47_0.82.png,0.75,0.46,0.25,0.62,0.47,0.82
1,117,2,2,0.75,A09.svs_64_overlay_0.75_0.46_0.26_0.60_0.52_0.90.png,0.75,0.46,0.26,0.6,0.52,0.9
1,117,2,2,0.75,A10.svs_64_overlay_0.75_0.46_0.08_0.28_0.33_0.81.png,0.75,0.46,0.08,0.28,0.33,0.81
1,118,2,2,0.05,A02.svs_64_overlay_0.66_0.61_0.17_0.50_0.40_0.66.png,0.66,0.61,0.17,0.5,0.4,0.66
1,118,2,2,0.05,A03.svs_64_overlay_0.66_0.61_0.08_0.33_0.33_0.79.png,0.66,0.61,0.08,0.33,0.33,0.79
1,118,2,2,0.05,A04.svs_64_overlay_0.66_0.61_0.22_0.73_0.39_0.73.png,0.66,0.61,0.22,0.73,0.39,0.73
1,118,2,2,0.05,A05.svs_64_overlay_0.66_0.61_0.20_0.48_0.43_0.68.png,0.66,0.61,0.2,0.48,0.43,0.68
1,118,2,2,0.05,A07.svs_64_overlay_0.66_0.61_0.27_0.64_0.47_0.77.png,0.66,0.61,0.27,0.64,0.47,0.77
1,118,2,2,0.05,A09.svs_64_overlay_0.66_0.61_0.21_0.54_0.47_0.86.png,0.66,0.61,0.21,0.54,0.47,0.86
1,118,2,2,0.05,A10.svs_64_overlay_0.66_0.61_0.10_0.39_0.33_0.75.png,0.66,0.61,0.1,0.39,0.33,0.75
1,119,5,0,1,A02.svs_64_overlay_0.72_0.62_0.19_0.57_0.41_0.72.png,0.72,0.62,0.19,0.57,0.41,0.72
1,119,5,0,1,A03.svs_64_overlay_0.72_0.62_0.19_0.31_0.44_0.84.png,0.72,0.62,0.19,0.31,0.44,0.84
1,119,5,0,1,A04.svs_64_overlay_0.72_0.62_0.26_0.79_0.40_0.82.png,0.72,0.62,0.26,0.79,0.4,0.82
1,119,5,0,1,A05.svs_64_overlay_0.72_0.62_0.22_0.50_0.45_0.73.png,0.72,0.62,0.22,0.5,0.45,0.73
1,119,5,0,1,A07.svs_64_overlay_0.72_0.62_0.24_0.67_0.43_0.82.png,0.72,0.62,0.24,0.67,0.43,0.82
1,119,5,0,1,A09.svs_64_overlay_0.72_0.62_0.19_0.56_0.43_0.88.png,0.72,0.62,0.19,0.56,0.43,0.88
1,119,5,0,1,A10.svs_64_overlay_0.72_0.62_0.14_0.40_0.39_0.79.png,0.72,0.62,0.14,0.4,0.39,0.79
1,120,3,0,0.25,A02.svs_64_overlay_0.72_0.59_0.17_0.50_0.39_0.72.png,0.72,0.59,0.17,0.5,0.39,0.72
1,120,3,0,0.25,A03.svs_64_overlay_0.72_0.59_0.17_0.19_0.42_0.83.png,0.72,0.59,0.17,0.19,0.42,0.83
1,120,3,0,0.25,A04.svs_64_overlay_0.72_0.59_0.26_0.78_0.39_0.82.png,0.72,0.59,0.26,0.78,0.39,0.82
1,120,3,0,0.25,A05.svs_64_overlay_0.72_0.59_0.23_0.47_0.45_0.72.png,0.72,0.59,0.23,0.47,0.45,0.72
1,120,3,0,0.25,A07.svs_64_overlay_0.72_0.59_0.21_0.63_0.40_0.80.png,0.72,0.59,0.21,0.63,0.4,0.8
1,120,3,0,0.25,A09.svs_64_overlay_0.72_0.59_0.18_0.55_0.42_0.88.png,0.72,0.59,0.18,0.55,0.42,0.88
1,120,3,0,0.25,A10.svs_64_overlay_0.72_0.59_0.12_0.36_0.36_0.79.png,0.72,0.59,0.12,0.36,0.36,0.79
1,121,3,2,0.05,A02.svs_64_overlay_0.68_0.58_0.17_0.50_0.41_0.68.png,0.68,0.58,0.17,0.5,0.41,0.68
1,121,3,2,0.05,A03.svs_64_overlay_0.68_0.58_0.10_0.23_0.35_0.81.png,0.68,0.58,0.1,0.23,0.35,0.81
1,121,3,2,0.05,A04.svs_64_overlay_0.68_0.58_0.21_0.72_0.38_0.71.png,0.68,0.58,0.21,0.72,0.38,0.71
1,121,3,2,0.05,A05.svs_64_overlay_0.68_0.58_0.15_0.44_0.38_0.65.png,0.68,0.58,0.15,0.44,0.38,0.65
1,121,3,2,0.05,A07.svs_64_overlay_0.68_0.58_0.25_0.63_0.46_0.76.png,0.68,0.58,0.25,0.63,0.46,0.76
1,121,3,2,0.05,A09.svs_64_overlay_0.68_0.58_0.22_0.53_0.49_0.86.png,0.68,0.58,0.22,0.53,0.49,0.86
1,121,3,2,0.05,A10.svs_64_overlay_0.68_0.58_0.11_0.38_0.34_0.77.png,0.68,0.58,0.11,0.38,0.34,0.77
1,122,3,2,1,A02.svs_64_overlay_0.70_0.56_0.16_0.45_0.38_0.70.png,0.7,0.56,0.16,0.45,0.38,0.7
1,122,3,2,1,A03.svs_64_overlay_0.70_0.56_0.21_0.25_0.45_0.84.png,0.7,0.56,0.21,0.25,0.45,0.84
1,122,3,2,1,A04.svs_64_overlay_0.70_0.56_0.25_0.77_0.40_0.81.png,0.7,0.56,0.25,0.77,0.4,0.81
1,122,3,2,1,A05.svs_64_overlay_0.70_0.56_0.22_0.44_0.45_0.72.png,0.7,0.56,0.22,0.44,0.45,0.72
1,122,3,2,1,A07.svs_64_overlay_0.70_0.56_0.25_0.61_0.46_0.79.png,0.7,0.56,0.25,0.61,0.46,0.79
1,122,3,2,1,A09.svs_64_overlay_0.70_0.56_0.22_0.53_0.48_0.88.png,0.7,0.56,0.22,0.53,0.48,0.88
1,122,3,2,1,A10.svs_64_overlay_0.70_0.56_0.10_0.29_0.34_0.77.png,0.7,0.56,0.1,0.29,0.34,0.77
1,123,3,2,0.025,A02.svs_64_overlay_0.66_0.35_0.13_0.50_0.37_0.66.png,0.66,0.35,0.13,0.5,0.37,0.66
1,123,3,2,0.025,A03.svs_64_overlay_0.66_0.35_0.07_0.40_0.33_0.86.png,0.66,0.35,0.07,0.4,0.33,0.86
1,123,3,2,0.025,A04.svs_64_overlay_0.66_0.35_0.10_0.54_0.33_0.51.png,0.66,0.35,0.1,0.54,0.33,0.51
1,123,3,2,0.025,A05.svs_64_overlay_0.66_0.35_0.11_0.41_0.36_0.68.png,0.66,0.35,0.11,0.41,0.36,0.68
1,123,3,2,0.025,A07.svs_64_overlay_0.66_0.35_0.18_0.53_0.39_0.70.png,0.66,0.35,0.18,0.53,0.39,0.7
1,123,3,2,0.025,A09.svs_64_overlay_0.66_0.35_0.12_0.46_0.40_0.83.png,0.66,0.35,0.12,0.46,0.4,0.83
1,123,3,2,0.025,A10.svs_64_overlay_0.66_0.35_0.05_0.35_0.29_0.78.png,0.66,0.35,0.05,0.35,0.29,0.78
1,124,4,1,0.01,A02.svs_64_overlay_0.73_0.54_0.19_0.49_0.43_0.73.png,0.73,0.54,0.19,0.49,0.43,0.73
1,124,4,1,0.01,A03.svs_64_overlay_0.73_0.54_0.10_0.30_0.36_0.87.png,0.73,0.54,0.1,0.3,0.36,0.87
1,124,4,1,0.01,A04.svs_64_overlay_0.73_0.54_0.22_0.72_0.39_0.73.png,0.73,0.54,0.22,0.72,0.39,0.73
1,124,4,1,0.01,A05.svs_64_overlay_0.73_0.54_0.14_0.44_0.37_0.70.png,0.73,0.54,0.14,0.44,0.37,0.7
1,124,4,1,0.01,A07.svs_64_overlay_0.73_0.54_0.22_0.62_0.41_0.77.png,0.73,0.54,0.22,0.62,0.41,0.77
1,124,4,1,0.01,A09.svs_64_overlay_0.73_0.54_0.20_0.49_0.46_0.85.png,0.73,0.54,0.2,0.49,0.46,0.85
1,124,4,1,0.01,A10.svs_64_overlay_0.73_0.54_0.07_0.27_0.31_0.76.png,0.73,0.54,0.07,0.27,0.31,0.76
1,125,3,1,0.25,A02.svs_64_overlay_0.69_0.69_0.18_0.46_0.41_0.69.png,0.69,0.69,0.18,0.46,0.41,0.69
1,125,3,1,0.25,A03.svs_64_overlay_0.69_0.69_0.14_0.23_0.39_0.81.png,0.69,0.69,0.14,0.23,0.39,0.81
1,125,3,1,0.25,A04.svs_64_overlay_0.69_0.69_0.23_0.74_0.39_0.76.png,0.69,0.69,0.23,0.74,0.39,0.76
1,125,3,1,0.25,A05.svs_64_overlay_0.69_0.69_0.22_0.44_0.45_0.70.png,0.69,0.69,0.22,0.44,0.45,0.7
1,125,3,1,0.25,A07.svs_64_overlay_0.69_0.69_0.25_0.58_0.45_0.75.png,0.69,0.69,0.25,0.58,0.45,0.75
1,125,3,1,0.25,A09.svs_64_overlay_0.69_0.69_0.20_0.51_0.46_0.87.png,0.69,0.69,0.2,0.51,0.46,0.87
1,125,3,1,0.25,A10.svs_64_overlay_0.69_0.69_0.10_0.35_0.34_0.77.png,0.69,0.69,0.1,0.35,0.34,0.77
1,126,4,2,0.25,A02.svs_64_overlay_0.70_0.66_0.18_0.48_0.42_0.70.png,0.7,0.66,0.18,0.48,0.42,0.7
1,126,4,2,0.25,A03.svs_64_overlay_0.70_0.66_0.12_0.27_0.37_0.81.png,0.7,0.66,0.12,0.27,0.37,0.81
1,126,4,2,0.25,A04.svs_64_overlay_0.70_0.66_0.26_0.81_0.42_0.84.png,0.7,0.66,0.26,0.81,0.42,0.84
1,126,4,2,0.25,A05.svs_64_overlay_0.70_0.66_0.21_0.45_0.44_0.69.png,0.7,0.66,0.21,0.45,0.44,0.69
1,126,4,2,0.25,A07.svs_64_overlay_0.70_0.66_0.25_0.64_0.45_0.78.png,0.7,0.66,0.25,0.64,0.45,0.78
1,126,4,2,0.25,A09.svs_64_overlay_0.70_0.66_0.26_0.59_0.51_0.89.png,0.7,0.66,0.26,0.59,0.51,0.89
1,126,4,2,0.25,A10.svs_64_overlay_0.70_0.66_0.11_0.39_0.35_0.80.png,0.7,0.66,0.11,0.39,0.35,0.8
1,127,4,1,0.4,A02.svs_64_overlay_0.68_0.65_0.17_0.45_0.39_0.68.png,0.68,0.65,0.17,0.45,0.39,0.68
1,127,4,1,0.4,A03.svs_64_overlay_0.68_0.65_0.14_0.22_0.39_0.81.png,0.68,0.65,0.14,0.22,0.39,0.81
1,127,4,1,0.4,A04.svs_64_overlay_0.68_0.65_0.24_0.75_0.39_0.77.png,0.68,0.65,0.24,0.75,0.39,0.77
1,127,4,1,0.4,A05.svs_64_overlay_0.68_0.65_0.24_0.44_0.47_0.71.png,0.68,0.65,0.24,0.44,0.47,0.71
1,127,4,1,0.4,A07.svs_64_overlay_0.68_0.65_0.22_0.59_0.42_0.76.png,0.68,0.65,0.22,0.59,0.42,0.76
1,127,4,1,0.4,A09.svs_64_overlay_0.68_0.65_0.21_0.53_0.47_0.87.png,0.68,0.65,0.21,0.53,0.47,0.87
1,127,4,1,0.4,A10.svs_64_overlay_0.68_0.65_0.11_0.35_0.34_0.79.png,0.68,0.65,0.11,0.35,0.34,0.79
1,128,2,0,0.5,A02.svs_64_overlay_0.73_0.43_0.16_0.49_0.40_0.73.png,0.73,0.43,0.16,0.49,0.4,0.73
1,128,2,0,0.5,A03.svs_64_overlay_0.73_0.43_0.20_0.34_0.45_0.86.png,0.73,0.43,0.2,0.34,0.45,0.86
1,128,2,0,0.5,A04.svs_64_overlay_0.73_0.43_0.26_0.78_0.40_0.81.png,0.73,0.43,0.26,0.78,0.4,0.81
1,128,2,0,0.5,A05.svs_64_overlay_0.73_0.43_0.24_0.53_0.47_0.75.png,0.73,0.43,0.24,0.53,0.47,0.75
1,128,2,0,0.5,A07.svs_64_overlay_0.73_0.43_0.20_0.59_0.41_0.78.png,0.73,0.43,0.2,0.59,0.41,0.78
1,128,2,0,0.5,A09.svs_64_overlay_0.73_0.43_0.27_0.60_0.52_0.90.png,0.73,0.43,0.27,0.6,0.52,0.9
1,128,2,0,0.5,A10.svs_64_overlay_0.73_0.43_0.10_0.36_0.35_0.80.png,0.73,0.43,0.1,0.36,0.35,0.8
1,129,1,1,0.25,A02.svs_64_overlay_0.74_0.52_0.18_0.43_0.43_0.74.png,0.74,0.52,0.18,0.43,0.43,0.74
1,129,1,1,0.25,A03.svs_64_overlay_0.74_0.52_0.12_0.29_0.38_0.87.png,0.74,0.52,0.12,0.29,0.38,0.87
1,129,1,1,0.25,A04.svs_64_overlay_0.74_0.52_0.24_0.75_0.39_0.78.png,0.74,0.52,0.24,0.75,0.39,0.78
1,129,1,1,0.25,A05.svs_64_overlay_0.74_0.52_0.18_0.35_0.42_0.72.png,0.74,0.52,0.18,0.35,0.42,0.72
1,129,1,1,0.25,A07.svs_64_overlay_0.74_0.52_0.27_0.63_0.48_0.81.png,0.74,0.52,0.27,0.63,0.48,0.81
1,129,1,1,0.25,A09.svs_64_overlay_0.74_0.52_0.20_0.54_0.45_0.88.png,0.74,0.52,0.2,0.54,0.45,0.88
1,129,1,1,0.25,A10.svs_64_overlay_0.74_0.52_0.12_0.37_0.37_0.83.png,0.74,0.52,0.12,0.37,0.37,0.83
1,130,1,0,0.1,A02.svs_64_overlay_0.71_0.39_0.15_0.52_0.39_0.71.png,0.71,0.39,0.15,0.52,0.39,0.71
1,130,1,0,0.1,A03.svs_64_overlay_0.71_0.39_0.11_0.44_0.37_0.86.png,0.71,0.39,0.11,0.44,0.37,0.86
1,130,1,0,0.1,A04.svs_64_overlay_0.71_0.39_0.26_0.78_0.39_0.76.png,0.71,0.39,0.26,0.78,0.39,0.76
1,130,1,0,0.1,A05.svs_64_overlay_0.71_0.39_0.14_0.51_0.39_0.68.png,0.71,0.39,0.14,0.51,0.39,0.68
1,130,1,0,0.1,A07.svs_64_overlay_0.71_0.39_0.24_0.66_0.45_0.80.png,0.71,0.39,0.24,0.66,0.45,0.8
1,130,1,0,0.1,A09.svs_64_overlay_0.71_0.39_0.29_0.64_0.53_0.90.png,0.71,0.39,0.29,0.64,0.53,0.9
1,130,1,0,0.1,A10.svs_64_overlay_0.71_0.39_0.05_0.37_0.29_0.77.png,0.71,0.39,0.05,0.37,0.29,0.77
1,131,2,2,0.2,A02.svs_64_overlay_0.71_0.63_0.19_0.45_0.43_0.71.png,0.71,0.63,0.19,0.45,0.43,0.71
1,131,2,2,0.2,A03.svs_64_overlay_0.71_0.63_0.14_0.26_0.39_0.84.png,0.71,0.63,0.14,0.26,0.39,0.84
1,131,2,2,0.2,A04.svs_64_overlay_0.71_0.63_0.22_0.74_0.38_0.74.png,0.71,0.63,0.22,0.74,0.38,0.74
1,131,2,2,0.2,A05.svs_64_overlay_0.71_0.63_0.24_0.42_0.48_0.71.png,0.71,0.63,0.24,0.42,0.48,0.71
1,131,2,2,0.2,A07.svs_64_overlay_0.71_0.63_0.24_0.59_0.44_0.77.png,0.71,0.63,0.24,0.59,0.44,0.77
1,131,2,2,0.2,A09.svs_64_overlay_0.71_0.63_0.19_0.51_0.44_0.87.png,0.71,0.63,0.19,0.51,0.44,0.87
1,131,2,2,0.2,A10.svs_64_overlay_0.71_0.63_0.10_0.32_0.33_0.78.png,0.71,0.63,0.1,0.32,0.33,0.78
1,132,2,2,0.4,A02.svs_64_overlay_0.72_0.40_0.15_0.42_0.39_0.72.png,0.72,0.4,0.15,0.42,0.39,0.72
1,132,2,2,0.4,A03.svs_64_overlay_0.72_0.40_0.13_0.30_0.39_0.89.png,0.72,0.4,0.13,0.3,0.39,0.89
1,132,2,2,0.4,A04.svs_64_overlay_0.72_0.40_0.21_0.71_0.38_0.72.png,0.72,0.4,0.21,0.71,0.38,0.72
1,132,2,2,0.4,A05.svs_64_overlay_0.72_0.40_0.21_0.34_0.47_0.74.png,0.72,0.4,0.21,0.34,0.47,0.74
1,132,2,2,0.4,A07.svs_64_overlay_0.72_0.40_0.19_0.50_0.41_0.75.png,0.72,0.4,0.19,0.5,0.41,0.75
1,132,2,2,0.4,A09.svs_64_overlay_0.72_0.40_0.19_0.49_0.46_0.87.png,0.72,0.4,0.19,0.49,0.46,0.87
1,132,2,2,0.4,A10.svs_64_overlay_0.72_0.40_0.07_0.26_0.32_0.82.png,0.72,0.4,0.07,0.26,0.32,0.82
1,133,4,2,0.5,A02.svs_64_overlay_0.72_0.48_0.18_0.44_0.42_0.72.png,0.72,0.48,0.18,0.44,0.42,0.72
1,133,4,2,0.5,A03.svs_64_overlay_0.72_0.48_0.18_0.31_0.44_0.88.png,0.72,0.48,0.18,0.31,0.44,0.88
1,133,4,2,0.5,A04.svs_64_overlay_0.72_0.48_0.26_0.79_0.42_0.83.png,0.72,0.48,0.26,0.79,0.42,0.83
1,133,4,2,0.5,A05.svs_64_overlay_0.72_0.48_0.21_0.38_0.46_0.75.png,0.72,0.48,0.21,0.38,0.46,0.75
1,133,4,2,0.5,A07.svs_64_overlay_0.72_0.48_0.20_0.57_0.40_0.78.png,0.72,0.48,0.2,0.57,0.4,0.78
1,133,4,2,0.5,A09.svs_64_overlay_0.72_0.48_0.27_0.58_0.52_0.90.png,0.72,0.48,0.27,0.58,0.52,0.9
1,133,4,2,0.5,A10.svs_64_overlay_0.72_0.48_0.10_0.27_0.35_0.81.png,0.72,0.48,0.1,0.27,0.35,0.81
1,134,1,2,0.5,A02.svs_64_overlay_0.71_0.56_0.16_0.48_0.39_0.71.png,0.71,0.56,0.16,0.48,0.39,0.71
1,134,1,2,0.5,A03.svs_64_overlay_0.71_0.56_0.15_0.28_0.41_0.86.png,0.71,0.56,0.15,0.28,0.41,0.86
1,134,1,2,0.5,A04.svs_64_overlay_0.71_0.56_0.26_0.79_0.41_0.82.png,0.71,0.56,0.26,0.79,0.41,0.82
1,134,1,2,0.5,A05.svs_64_overlay_0.71_0.56_0.24_0.46_0.48_0.76.png,0.71,0.56,0.24,0.46,0.48,0.76
1,134,1,2,0.5,A07.svs_64_overlay_0.71_0.56_0.23_0.60_0.44_0.78.png,0.71,0.56,0.23,0.6,0.44,0.78
1,134,1,2,0.5,A09.svs_64_overlay_0.71_0.56_0.19_0.53_0.44_0.88.png,0.71,0.56,0.19,0.53,0.44,0.88
1,134,1,2,0.5,A10.svs_64_overlay_0.71_0.56_0.08_0.29_0.31_0.78.png,0.71,0.56,0.08,0.29,0.31,0.78
1,135,3,0,0.2,A02.svs_64_overlay_0.69_0.53_0.17_0.49_0.39_0.69.png,0.69,0.53,0.17,0.49,0.39,0.69
1,135,3,0,0.2,A03.svs_64_overlay_0.69_0.53_0.12_0.26_0.38_0.82.png,0.69,0.53,0.12,0.26,0.38,0.82
1,135,3,0,0.2,A04.svs_64_overlay_0.69_0.53_0.25_0.76_0.39_0.80.png,0.69,0.53,0.25,0.76,0.39,0.8
1,135,3,0,0.2,A05.svs_64_overlay_0.69_0.53_0.24_0.49_0.47_0.72.png,0.69,0.53,0.24,0.49,0.47,0.72
1,135,3,0,0.2,A07.svs_64_overlay_0.69_0.53_0.20_0.59_0.38_0.75.png,0.69,0.53,0.2,0.59,0.38,0.75
1,135,3,0,0.2,A09.svs_64_overlay_0.69_0.53_0.25_0.55_0.50_0.88.png,0.69,0.53,0.25,0.55,0.5,0.88
1,135,3,0,0.2,A10.svs_64_overlay_0.69_0.53_0.11_0.36_0.35_0.78.png,0.69,0.53,0.11,0.36,0.35,0.78
1,136,5,2,1,A02.svs_64_overlay_0.73_0.51_0.17_0.47_0.41_0.73.png,0.73,0.51,0.17,0.47,0.41,0.73
1,136,5,2,1,A03.svs_64_overlay_0.73_0.51_0.19_0.32_0.44_0.88.png,0.73,0.51,0.19,0.32,0.44,0.88
1,136,5,2,1,A04.svs_64_overlay_0.73_0.51_0.26_0.78_0.40_0.82.png,0.73,0.51,0.26,0.78,0.4,0.82
1,136,5,2,1,A05.svs_64_overlay_0.73_0.51_0.22_0.46_0.46_0.75.png,0.73,0.51,0.22,0.46,0.46,0.75
1,136,5,2,1,A07.svs_64_overlay_0.73_0.51_0.25_0.67_0.46_0.84.png,0.73,0.51,0.25,0.67,0.46,0.84
1,136,5,2,1,A09.svs_64_overlay_0.73_0.51_0.24_0.60_0.49_0.90.png,0.73,0.51,0.24,0.6,0.49,0.9
1,136,5,2,1,A10.svs_64_overlay_0.73_0.51_0.09_0.28_0.33_0.80.png,0.73,0.51,0.09,0.28,0.33,0.8
1,137,5,0,0.5,A02.svs_64_overlay_0.73_0.51_0.19_0.55_0.42_0.73.png,0.73,0.51,0.19,0.55,0.42,0.73
1,137,5,0,0.5,A03.svs_64_overlay_0.73_0.51_0.18_0.33_0.44_0.88.png,0.73,0.51,0.18,0.33,0.44,0.88
1,137,5,0,0.5,A04.svs_64_overlay_0.73_0.51_0.25_0.78_0.39_0.79.png,0.73,0.51,0.25,0.78,0.39,0.79
1,137,5,0,0.5,A05.svs_64_overlay_0.73_0.51_0.23_0.51_0.46_0.72.png,0.73,0.51,0.23,0.51,0.46,0.72
1,137,5,0,0.5,A07.svs_64_overlay_0.73_0.51_0.22_0.66_0.42_0.81.png,0.73,0.51,0.22,0.66,0.42,0.81
1,137,5,0,0.5,A09.svs_64_overlay_0.73_0.51_0.29_0.63_0.54_0.90.png,0.73,0.51,0.29,0.63,0.54,0.9
1,137,5,0,0.5,A10.svs_64_overlay_0.73_0.51_0.11_0.35_0.36_0.80.png,0.73,0.51,0.11,0.35,0.36,0.8
1,138,5,1,0.3,A02.svs_64_overlay_0.69_0.72_0.17_0.46_0.38_0.69.png,0.69,0.72,0.17,0.46,0.38,0.69
1,138,5,1,0.3,A03.svs_64_overlay_0.69_0.72_0.12_0.22_0.37_0.79.png,0.69,0.72,0.12,0.22,0.37,0.79
1,138,5,1,0.3,A04.svs_64_overlay_0.69_0.72_0.24_0.74_0.38_0.77.png,0.69,0.72,0.24,0.74,0.38,0.77
1,138,5,1,0.3,A05.svs_64_overlay_0.69_0.72_0.23_0.43_0.46_0.70.png,0.69,0.72,0.23,0.43,0.46,0.7
1,138,5,1,0.3,A07.svs_64_overlay_0.69_0.72_0.24_0.60_0.43_0.76.png,0.69,0.72,0.24,0.6,0.43,0.76
1,138,5,1,0.3,A09.svs_64_overlay_0.69_0.72_0.18_0.50_0.43_0.86.png,0.69,0.72,0.18,0.5,0.43,0.86
1,138,5,1,0.3,A10.svs_64_overlay_0.69_0.72_0.11_0.36_0.34_0.77.png,0.69,0.72,0.11,0.36,0.34,0.77
1,139,4,1,0.075,A02.svs_64_overlay_0.66_0.62_0.17_0.49_0.40_0.66.png,0.66,0.62,0.17,0.49,0.4,0.66
1,139,4,1,0.075,A03.svs_64_overlay_0.66_0.62_0.08_0.29_0.32_0.80.png,0.66,0.62,0.08,0.29,0.32,0.8
1,139,4,1,0.075,A04.svs_64_overlay_0.66_0.62_0.20_0.70_0.38_0.68.png,0.66,0.62,0.2,0.7,0.38,0.68
1,139,4,1,0.075,A05.svs_64_overlay_0.66_0.62_0.18_0.46_0.41_0.67.png,0.66,0.62,0.18,0.46,0.41,0.67
1,139,4,1,0.075,A07.svs_64_overlay_0.66_0.62_0.26_0.61_0.46_0.75.png,0.66,0.62,0.26,0.61,0.46,0.75
1,139,4,1,0.075,A09.svs_64_overlay_0.66_0.62_0.21_0.53_0.48_0.86.png,0.66,0.62,0.21,0.53,0.48,0.86
1,139,4,1,0.075,A10.svs_64_overlay_0.66_0.62_0.10_0.37_0.34_0.76.png,0.66,0.62,0.1,0.37,0.34,0.76
1,140,5,2,0.5,A02.svs_64_overlay_0.71_0.43_0.16_0.46_0.40_0.71.png,0.71,0.43,0.16,0.46,0.4,0.71
1,140,5,2,0.5,A03.svs_64_overlay_0.71_0.43_0.16_0.39_0.43_0.90.png,0.71,0.43,0.16,0.39,0.43,0.9
1,140,5,2,0.5,A04.svs_64_overlay_0.71_0.43_0.23_0.75_0.40_0.76.png,0.71,0.43,0.23,0.75,0.4,0.76
1,140,5,2,0.5,A05.svs_64_overlay_0.71_0.43_0.19_0.44_0.44_0.74.png,0.71,0.43,0.19,0.44,0.44,0.74
1,140,5,2,0.5,A07.svs_64_overlay_0.71_0.43_0.25_0.59_0.47_0.79.png,0.71,0.43,0.25,0.59,0.47,0.79
1,140,5,2,0.5,A09.svs_64_overlay_0.71_0.43_0.24_0.57_0.50_0.88.png,0.71,0.43,0.24,0.57,0.5,0.88
1,140,5,2,0.5,A10.svs_64_overlay_0.71_0.43_0.06_0.27_0.31_0.80.png,0.71,0.43,0.06,0.27,0.31,0.8
1,141,3,0,0.3,A02.svs_64_overlay_0.72_0.58_0.14_0.45_0.36_0.72.png,0.72,0.58,0.14,0.45,0.36,0.72
1,141,3,0,0.3,A03.svs_64_overlay_0.72_0.58_0.09_0.18_0.35_0.84.png,0.72,0.58,0.09,0.18,0.35,0.84
1,141,3,0,0.3,A04.svs_64_overlay_0.72_0.58_0.26_0.79_0.40_0.83.png,0.72,0.58,0.26,0.79,0.4,0.83
1,141,3,0,0.3,A05.svs_64_overlay_0.72_0.58_0.25_0.44_0.47_0.73.png,0.72,0.58,0.25,0.44,0.47,0.73
1,141,3,0,0.3,A07.svs_64_overlay_0.72_0.58_0.22_0.61_0.42_0.79.png,0.72,0.58,0.22,0.61,0.42,0.79
1,141,3,0,0.3,A09.svs_64_overlay_0.72_0.58_0.18_0.55_0.42_0.89.png,0.72,0.58,0.18,0.55,0.42,0.89
1,141,3,0,0.3,A10.svs_64_overlay_0.72_0.58_0.12_0.37_0.35_0.81.png,0.72,0.58,0.12,0.37,0.35,0.81
1,142,1,2,0.1,A02.svs_64_overlay_0.76_0.66_0.22_0.50_0.47_0.76.png,0.76,0.66,0.22,0.5,0.47,0.76
1,142,1,2,0.1,A03.svs_64_overlay_0.76_0.66_0.13_0.24_0.39_0.85.png,0.76,0.66,0.13,0.24,0.39,0.85
